mexican_concentration,cos_fatigue,texian_casualties_mean,texian_casualties_std,texian_casualties_min,texian_casualties_max,mexican_casualties_mean,mexican_casualties_std,mexican_casualties_min,mexican_casualties_max,mexican_captured_mean,mexican_captured_std,mexican_captured_min,mexican_captured_max,cos_remaining_mean,cos_remaining_std,cos_remaining_min,cos_remaining_max,battle_duration_minutes_mean,battle_duration_minutes_std,battle_duration_minutes_min,battle_duration_minutes_max,texian_side_morale_mean,texian_side_morale_std,texian_side_morale_min,texian_side_morale_max,mexican_side_morale_mean,mexican_side_morale_std,mexican_side_morale_min,mexican_side_morale_max,texian_win_rate,runs
40,40,432.0,20.8806130178211,418.0,456.0,885.3333333333334,26.27419519858473,855.0,901.0,316.0,25.98076211353316,301.0,346.0,46.333333333333336,2.5166114784235836,44.0,49.0,26.866666666666664,0.4725815626252603,26.5,27.4,96.15785402703447,1.6493646448112709,94.428102548146,97.7129279970732,0.0,0.0,0.0,0.0,1.0,3
40,50,388.6666666666667,74.23161949825244,303.0,434.0,818.6666666666666,28.98850346832918,795.0,851.0,382.6666666666667,28.431203515386635,351.0,406.0,45.333333333333336,3.511884584284247,42.0,49.0,27.366666666666664,0.873689494805412,26.4,28.1,96.5621427967106,1.1723042557040182,95.3581932980693,97.700006033949,0.0,0.0,0.0,0.0,1.0,3
40,60,321.0,55.749439459065414,275.0,383.0,772.0,25.98076211353316,742.0,787.0,430.0,26.0,414.0,460.0,45.666666666666664,2.5166114784235822,43.0,48.0,26.400000000000002,0.7810249675906665,25.5,26.9,96.10489335657111,1.2907409465110393,94.82493305012882,97.4061513647438,0.0,0.0,0.0,0.0,1.0,3
40,70,271.3333333333333,80.87232736439167,215.0,364.0,715.3333333333334,17.38773514099331,702.0,735.0,487.0,17.776388834631177,467.0,501.0,46.0,1.7320508075688772,45.0,48.0,24.833333333333332,1.305118130030126,23.6,26.2,94.59238096599934,0.9119162783733633,93.7465940706539,95.55848219574884,0.0,0.0,0.0,0.0,1.0,3
40,80,215.0,98.14784765851975,103.0,286.0,660.0,40.0374824383352,614.0,687.0,541.3333333333334,39.70306453327418,515.0,587.0,47.333333333333336,0.5773502691896247,47.0,48.0,24.666666666666668,1.0115993936995666,23.5,25.3,94.03973710925561,1.8493257788334483,91.93812815299312,95.41831541562198,0.0,0.0,0.0,0.0,1.0,3
40,90,250.0,66.7757440991862,173.0,292.0,685.6666666666666,24.826061575153915,657.0,700.0,515.6666666666666,24.54248017893328,501.0,544.0,47.666666666666664,0.5773502691896247,47.0,48.0,25.599999999999998,0.360555127546399,25.2,25.9,95.77212263286252,0.768207666379959,94.91180578900092,96.38945534472376,0.0,0.0,0.0,0.0,1.0,3
40,100,242.66666666666666,77.20319509795779,154.0,295.0,664.6666666666666,29.73774257292127,633.0,692.0,537.6666666666666,29.67041174863154,510.0,569.0,47.0,1.0,46.0,48.0,24.5,1.1269427669584646,23.2,25.2,94.60651447412586,0.7142910589093077,94.16264771527968,95.43048476448656,0.0,0.0,0.0,0.0,1.0,3
50,0,816.6666666666666,39.70306453327416,771.0,843.0,948.0,210.90519197023102,709.0,1108.0,113.33333333333333,19.035055380358976,95.0,133.0,134.66666666666666,148.93063262248413,29.0,305.0,27.933333333333334,24.24383083040577,0.0,43.5,95.92084032160153,4.089842104054116,91.80993198606942,99.98928552976824,55.349121532741975,40.900602743368005,11.10486633408493,91.77837030328745,0.3333333333333333,3
50,10,774.6666666666666,91.90393535280921,669.0,836.0,954.6666666666666,187.64150216125785,738.0,1064.0,122.33333333333333,27.15388247255507,91.0,139.0,125.33333333333333,150.7658228290926,28.0,299.0,37.76666666666667,9.638118765263966,30.5,48.7,95.71976418175036,3.0760389148068925,92.7661865151859,98.90514882185325,38.31142539543955,33.50058462636815,16.67641037695562,76.90002874497804,0.6666666666666666,3
50,20,759.3333333333334,47.427137098219745,720.0,812.0,1057.0,30.04995840263344,1034.0,1091.0,147.33333333333334,30.859898466024376,112.0,169.0,37.666666666666664,4.932882862316246,32.0,41.0,38.266666666666666,6.885007867339973,32.3,45.8,97.28672701870066,2.3032620320123565,95.09482626751355,99.68716745206343,8.47332782687787,8.326247249153269,0.0,16.644255319148968,1.0,3
