run,mexican_concentration,cos_fatigue,texian_casualties,mexican_casualties,mexican_captured,cos_remaining,battle_duration_minutes,texian_side_morale,mexican_side_morale,texian_win
1,50,10,836.0,738.0,91.0,299.0,30.5,92.7661865151859,76.90002874497804,false
2,50,10,669.0,1062.0,139.0,49.0,34.1,95.48795720821195,21.357837064384984,true
3,50,10,819.0,1064.0,137.0,28.0,48.7,98.90514882185323,16.67641037695562,true
