run,mexican_concentration,cos_fatigue,texian_casualties,mexican_casualties,mexican_captured,cos_remaining,battle_duration_minutes,texian_side_morale,mexican_side_morale,texian_win
1,20,0,466.0,962.0,239.0,33.0,23.2,94.72969106946553,0.0,true
2,20,0,200.0,910.0,292.0,39.0,20.8,91.9943188242863,0.0,true
3,20,0,176.0,900.0,301.0,42.0,20.9,92.08759508158363,0.0,true
