run,mexican_concentration,cos_fatigue,texian_casualties,mexican_casualties,mexican_captured,cos_remaining,battle_duration_minutes,texian_side_morale,mexican_side_morale,texian_win
1,40,50,303.0,795.0,406.0,49.0,26.4,96.62822905811353,0.0,true
2,40,50,434.0,851.0,351.0,45.0,27.6,97.70000603394901,0.0,true
3,40,50,429.0,810.0,391.0,42.0,28.1,95.3581932980693,0.0,true
